区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,1129010F1060,エスゾピクロン,１ｍｇ１錠,,,,エスゾピクロン錠１ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,13.30 ,,
内用薬,1129010F1087,エスゾピクロン,１ｍｇ１錠,,,,エスゾピクロン錠１ｍｇ「アメル」,共和薬品工業,後発品,,,13.30 ,,
内用薬,1129010F1095,エスゾピクロン,１ｍｇ１錠,,,,エスゾピクロン錠１ｍｇ「杏林」,キョーリンリメディオ,後発品,,,13.30 ,,
内用薬,1129010F1109,エスゾピクロン,１ｍｇ１錠,,,,エスゾピクロン錠１ｍｇ「ケミファ」,日本ケミファ,後発品,,,13.30 ,,
内用薬,1129010F1117,エスゾピクロン,１ｍｇ１錠,,,,エスゾピクロン錠１ｍｇ「サワイ」,沢井製薬,後発品,,,13.30 ,,
内用薬,1129010F1125,エスゾピクロン,１ｍｇ１錠,,,,エスゾピクロン錠１ｍｇ「トーワ」,東和薬品,後発品,,,13.30 ,,
内用薬,1129010F1133,エスゾピクロン,１ｍｇ１錠,,,,エスゾピクロン錠１ｍｇ「日新」,日新製薬（山形）,後発品,,,13.30 ,,
内用薬,1129010F1141,エスゾピクロン,１ｍｇ１錠,,,,エスゾピクロン錠１ｍｇ「ニプロ」,ニプロ,後発品,,,13.30 ,,
内用薬,1129010F1150,エスゾピクロン,１ｍｇ１錠,,,,エスゾピクロン錠１ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,13.30 ,,
内用薬,1129010F1168,エスゾピクロン,１ｍｇ１錠,,,,エスゾピクロン錠１ｍｇ「日医工」,日医工,後発品,,,13.30 ,,
内用薬,1129010F2016,エスゾピクロン,２ｍｇ１錠,,,,エスゾピクロン２ｍｇ錠,,後発品,,,18.30 ,,
内用薬,1129010F2024,エスゾピクロン,２ｍｇ１錠,,,,ルネスタ錠２ｍｇ,エーザイ,,先発品,○,63.00 ,,
内用薬,1129010F2032,エスゾピクロン,２ｍｇ１錠,,,,エスゾピクロン錠２ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,21.20 ,,
内用薬,1129010F2040,エスゾピクロン,２ｍｇ１錠,,,,エスゾピクロン錠２ｍｇ「ＫＭＰ」,共創未来ファーマ,後発品,,,21.20 ,,
内用薬,1129010F2059,エスゾピクロン,２ｍｇ１錠,,,,エスゾピクロン錠２ｍｇ「ＮＰＩ」,日本薬品工業,後発品,,,21.20 ,,
内用薬,1129010F2067,エスゾピクロン,２ｍｇ１錠,,,,エスゾピクロン錠２ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,21.20 ,,
内用薬,1129010F2091,エスゾピクロン,２ｍｇ１錠,,,,エスゾピクロン錠２ｍｇ「杏林」,キョーリンリメディオ,後発品,,,21.20 ,,
内用薬,1129010F2105,エスゾピクロン,２ｍｇ１錠,,,,エスゾピクロン錠２ｍｇ「ケミファ」,日本ケミファ,後発品,,,21.20 ,,
内用薬,1129010F2113,エスゾピクロン,２ｍｇ１錠,,,,エスゾピクロン錠２ｍｇ「サワイ」,沢井製薬,後発品,,,21.20 ,,
内用薬,1129010F2121,エスゾピクロン,２ｍｇ１錠,,,,エスゾピクロン錠２ｍｇ「トーワ」,東和薬品,後発品,,,21.20 ,,
内用薬,1129010F2130,エスゾピクロン,２ｍｇ１錠,,,,エスゾピクロン錠２ｍｇ「日新」,日新製薬（山形）,後発品,,,21.20 ,,
内用薬,1129010F2148,エスゾピクロン,２ｍｇ１錠,,,,エスゾピクロン錠２ｍｇ「ニプロ」,ニプロ,後発品,,,21.20 ,,
内用薬,1129010F2156,エスゾピクロン,２ｍｇ１錠,,,,エスゾピクロン錠２ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,21.20 ,,
内用薬,1129010F2164,エスゾピクロン,２ｍｇ１錠,,,,エスゾピクロン錠２ｍｇ「日医工」,日医工,後発品,,,21.20 ,,
内用薬,1129010F3020,エスゾピクロン,３ｍｇ１錠,,,,ルネスタ錠３ｍｇ,エーザイ,,先発品,○,77.30 ,,
内用薬,1129010F3039,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,27.40 ,,
内用薬,1129010F3047,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「ＫＭＰ」,共創未来ファーマ,後発品,,,27.40 ,,
内用薬,1129010F3055,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「ＮＰＩ」,日本薬品工業,後発品,,,27.40 ,,
内用薬,1129010F3063,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,27.40 ,,
内用薬,1129010F3071,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「ＹＤ」,陽進堂,後発品,,,27.40 ,,
内用薬,1129010F3080,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「アメル」,共和薬品工業,後発品,,,27.40 ,,
内用薬,1129010F3098,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「杏林」,キョーリンリメディオ,後発品,,,27.40 ,,
内用薬,1129010F3101,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「ケミファ」,日本ケミファ,後発品,,,27.40 ,,
内用薬,1129010F3110,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「サワイ」,沢井製薬,後発品,,,27.40 ,,
内用薬,1129010F3128,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「トーワ」,東和薬品,後発品,,,27.40 ,,
内用薬,1129010F3136,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「日新」,日新製薬（山形）,後発品,,,27.40 ,,
内用薬,1129010F3144,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「ニプロ」,ニプロ,後発品,,,27.40 ,,
内用薬,1129010F3152,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,27.40 ,,
内用薬,1129010F3160,エスゾピクロン,３ｍｇ１錠,,,,エスゾピクロン錠３ｍｇ「日医工」,日医工,後発品,,,27.40 ,,
内用薬,1131001A1038,アセチルフェネトライド,１ｇ,,,,クランポール末,住友ファーマ,,,,60.30 ,,
内用薬,1131001F1035,アセチルフェネトライド,２００ｍｇ１錠,,,,クランポール錠２００ｍｇ,住友ファーマ,,,,20.40 ,,
内用薬,1132001A1035,エトトイン,１ｇ,,,,アクセノン末,住友ファーマ,,,,95.80 ,,
内用薬,1132002B1019,フェニトイン,１０％１ｇ,局,,,フェニトイン散,,,,,12.10 ,,
内用薬,1132002F1010,フェニトイン,２５ｍｇ１錠,局,,,フェニトイン錠,,,,,11.90 ,,
内用薬,1132002F1037,フェニトイン,２５ｍｇ１錠,局,,,アレビアチン錠２５ｍｇ,住友ファーマ,,,,12.10 ,,
内用薬,1132002F2017,フェニトイン,１００ｍｇ１錠,局,,,フェニトイン錠,,,,,12.60 ,,
内用薬,1132002F2041,フェニトイン,１００ｍｇ１錠,局,,,アレビアチン錠１００ｍｇ,住友ファーマ,,,,12.90 ,,
内用薬,1133002B1032,トリメタジオン,６６．７％１ｇ,,,,ミノアレ散６６．７％,日医工,,,,17.20 ,,
内用薬,1135002C1059,プリミドン,９９．５％１ｇ,,,,プリミドン細粒９９．５％「日医工」,日医工,,,,26.50 ,,
内用薬,1135002F1055,プリミドン,２５０ｍｇ１錠,,,,プリミドン錠２５０ｍｇ「日医工」,日医工,,,,8.20 ,,
内用薬,1137001F1039,スルチアム,５０ｍｇ１錠,,,,オスポロット錠５０ｍｇ,共和薬品工業,,,,5.90 ,,
内用薬,1137001F2035,スルチアム,２００ｍｇ１錠,,,,オスポロット錠２００ｍｇ,共和薬品工業,,,,19.60 ,,
内用薬,1139001B1031,エトスクシミド,５０％１ｇ,,,,エピレオプチマル散５０％,エーザイ,,,,32.70 ,,
内用薬,1139001Q1042,エトスクシミド,５％１ｍＬ,,,,ザロンチンシロップ５％,ファイザー,,,,6.70 ,,
内用薬,1139002C1066,カルバマゼピン,５０％１ｇ,,,,カルバマゼピン細粒５０％「アメル」,共和薬品工業,後発品,,,13.40 ,,
内用薬,1139002C1082,カルバマゼピン,５０％１ｇ,,,,テグレトール細粒５０％,サンファーマ,,準先発品,○,17.90 ,,
内用薬,1139002C1090,カルバマゼピン,５０％１ｇ,,,,カルバマゼピン細粒５０％「フジナガ」,藤永製薬,後発品,,,13.40 ,,
内用薬,1139002F1011,カルバマゼピン,２００ｍｇ１錠,,,,カルバマゼピン２００ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1139002F1062,カルバマゼピン,２００ｍｇ１錠,,,,テグレトール錠２００ｍｇ,サンファーマ,,準先発品,○,8.30 ,,
内用薬,1139002F2018,カルバマゼピン,１００ｍｇ１錠,,,,カルバマゼピン１００ｍｇ錠,,後発品,,,5.70 ,,
内用薬,1139002F2026,カルバマゼピン,１００ｍｇ１錠,,,,テグレトール錠１００ｍｇ,サンファーマ,,準先発品,○,5.90 ,,
内用薬,1139003C1044,クロナゼパム,０．１％１ｇ,局,,,リボトリール細粒０．１％,太陽ファルマ,,先発品,,10.70 ,,
内用薬,1139003C1052,クロナゼパム,０．１％１ｇ,局,,,ランドセン細粒０．１％,住友ファーマ,,先発品,,10.80 ,,
内用薬,1139003C2040,クロナゼパム,０．５％１ｇ,局,,,リボトリール細粒０．５％,太陽ファルマ,,先発品,,41.80 ,,
内用薬,1139003C2059,クロナゼパム,０．５％１ｇ,局,,,ランドセン細粒０．５％,住友ファーマ,,先発品,,41.60 ,,
内用薬,1139003F1040,クロナゼパム,０．５ｍｇ１錠,局,,,リボトリール錠０．５ｍｇ,太陽ファルマ,,先発品,,9.30 ,,
内用薬,1139003F1059,クロナゼパム,０．５ｍｇ１錠,局,,,ランドセン錠０．５ｍｇ,住友ファーマ,,先発品,,9.30 ,,
内用薬,1139003F2047,クロナゼパム,１ｍｇ１錠,局,,,リボトリール錠１ｍｇ,太陽ファルマ,,先発品,,10.60 ,,
内用薬,1139003F2055,クロナゼパム,１ｍｇ１錠,局,,,ランドセン錠１ｍｇ,住友ファーマ,,先発品,,11.20 ,,
内用薬,1139003F3043,クロナゼパム,２ｍｇ１錠,局,,,リボトリール錠２ｍｇ,太陽ファルマ,,先発品,,18.20 ,,
内用薬,1139003F3051,クロナゼパム,２ｍｇ１錠,局,,,ランドセン錠２ｍｇ,住友ファーマ,,先発品,,19.30 ,,
内用薬,1139004C1014,バルプロ酸ナトリウム,２０％１ｇ,,,,バルプロ酸ナトリウム２０％細粒,,後発品,,,10.50 ,,
内用薬,1139004C1057,バルプロ酸ナトリウム,２０％１ｇ,,,,デパケン細粒２０％,協和キリン,,先発品,○,11.20 ,,
内用薬,1139004C2010,バルプロ酸ナトリウム,４０％１ｇ,,,,バルプロ酸ナトリウム４０％細粒,,後発品,,,14.70 ,,
内用薬,1139004C2061,バルプロ酸ナトリウム,４０％１ｇ,,,,デパケン細粒４０％,協和キリン,,先発品,○,17.30 ,,
内用薬,1139004D1010,バルプロ酸ナトリウム,４０％１ｇ,,,,バルプロ酸ナトリウム４０％徐放顆粒,,後発品,,,20.80 ,,
内用薬,1139004D1052,バルプロ酸ナトリウム,４０％１ｇ,,,,セレニカＲ顆粒４０％,興和,,先発品,○,25.60 ,,
内用薬,1139004F1010,バルプロ酸ナトリウム,１００ｍｇ１錠,,,,バルプロ酸ナトリウム１００ｍｇ錠,,後発品,,,9.30 ,,
内用薬,1139004F1096,バルプロ酸ナトリウム,１００ｍｇ１錠,局,,,デパケン錠１００ｍｇ,協和キリン,,先発品,○,10.10 ,,
内用薬,1139004F2017,バルプロ酸ナトリウム,２００ｍｇ１錠,,,,バルプロ酸ナトリウム２００ｍｇ錠,,★,,,10.10 ,,
内用薬,1139004F2173,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,デパケン錠２００ｍｇ,協和キリン,,先発品,,10.10 ,,
内用薬,1139004G1016,バルプロ酸ナトリウム,１００ｍｇ１錠,,,,バルプロ酸ナトリウム１００ｍｇ徐放錠,,後発品,,,6.90 ,,
内用薬,1139004G1040,バルプロ酸ナトリウム,１００ｍｇ１錠,局,,,デパケンＲ錠１００ｍｇ,協和キリン,,先発品,○,9.10 ,,
内用薬,1139004G2012,バルプロ酸ナトリウム,２００ｍｇ１錠,,,,バルプロ酸ナトリウム２００ｍｇ徐放錠,,後発品,,,10.10 ,,
内用薬,1139004G2039,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,セレニカＲ錠２００ｍｇ,興和,,先発品,○,14.60 ,,
内用薬,1139004G2063,バルプロ酸ナトリウム,２００ｍｇ１錠,局,,,デパケンＲ錠２００ｍｇ,協和キリン,,先発品,○,11.80 ,,
内用薬,1139004G3027,バルプロ酸ナトリウム,４００ｍｇ１錠,局,,,セレニカＲ錠４００ｍｇ,興和,,先発品,,23.80 ,,
内用薬,1139004Q1011,バルプロ酸ナトリウム,５％１ｍＬ,,,,バルプロ酸ナトリウム５％シロップ,,後発品,,,6.80 ,,
内用薬,1139004Q1100,バルプロ酸ナトリウム,５％１ｍＬ,局,,,デパケンシロップ５％,協和キリン,,先発品,○,7.70 ,,
内用薬,1139005B1013,ゾニサミド,２０％１ｇ,,,,ゾニサミド２０％散,,後発品,,,27.80 ,,
内用薬,1139005B1048,ゾニサミド,２０％１ｇ,,,,エクセグラン散２０％,住友ファーマ,,先発品,○,41.20 ,,
内用薬,1139005F1015,ゾニサミド,１００ｍｇ１錠,,,,ゾニサミド１００ｍｇ錠,,後発品,,,13.20 ,,
内用薬,1139005F1023,ゾニサミド,１００ｍｇ１錠,局,,,エクセグラン錠１００ｍｇ,住友ファーマ,,先発品,○,21.10 ,,
内用薬,1139006C1030,クロバザム,１％１ｇ,,,,マイスタン細粒１％,住友ファーマ,,先発品,,28.30 ,,
内用薬,1139006F1028,クロバザム,５ｍｇ１錠,,,,マイスタン錠５ｍｇ,住友ファーマ,,先発品,,18.10 ,,
内用薬,1139006F2024,クロバザム,１０ｍｇ１錠,,,,マイスタン錠１０ｍｇ,住友ファーマ,,先発品,,31.70 ,,
内用薬,1139007F1022,ガバペンチン,２００ｍｇ１錠,,,,ガバペン錠２００ｍｇ,富士製薬工業,,先発品,,27.60 ,,
内用薬,1139007F2029,ガバペンチン,３００ｍｇ１錠,,,,ガバペン錠３００ｍｇ,富士製薬工業,,先発品,,36.40 ,,
内用薬,1139007F3025,ガバペンチン,４００ｍｇ１錠,,,,ガバペン錠４００ｍｇ,富士製薬工業,,先発品,,45.20 ,,
内用薬,1139007Q1023,ガバペンチン,５％１ｍＬ,,,,ガバペンシロップ５％,富士製薬工業,,先発品,,17.20 ,,
内用薬,1139008C1020,トピラマート,１０％１ｇ,,,,トピナ細粒１０％,協和キリン,,先発品,,150.60 ,,
内用薬,1139008F1027,トピラマート,５０ｍｇ１錠,,,,トピナ錠５０ｍｇ,協和キリン,,先発品,○,67.20 ,,
内用薬,1139008F1035,トピラマート,５０ｍｇ１錠,,,,トピラマート錠５０ｍｇ「アメル」,共和薬品工業,後発品,,,24.70 ,,
内用薬,1139008F2023,トピラマート,１００ｍｇ１錠,,,,トピナ錠１００ｍｇ,協和キリン,,先発品,○,110.40 ,,
内用薬,1139008F2031,トピラマート,１００ｍｇ１錠,,,,トピラマート錠１００ｍｇ「アメル」,共和薬品工業,後発品,,,38.00 ,,
内用薬,1139008F3020,トピラマート,２５ｍｇ１錠,,,,トピナ錠２５ｍｇ,協和キリン,,先発品,○,38.60 ,,
内用薬,1139008F3038,トピラマート,２５ｍｇ１錠,,,,トピラマート錠２５ｍｇ「アメル」,共和薬品工業,後発品,,,13.70 ,,
内用薬,1139009F1013,ラモトリギン,２ｍｇ１錠,,,,ラモトリギン２ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1139009F1021,ラモトリギン,２ｍｇ１錠,,,,ラミクタール錠小児用２ｍｇ,グラクソ・スミスクライン,,先発品,○,7.90 ,,
内用薬,1139009F2028,ラモトリギン,５ｍｇ１錠,,,,ラミクタール錠小児用５ｍｇ,グラクソ・スミスクライン,,先発品,○,15.50 ,,
内用薬,1139009F2036,ラモトリギン,５ｍｇ１錠,,,,ラモトリギン錠小児用５ｍｇ「サワイ」,沢井製薬,後発品,,,6.90 ,,
内用薬,1139009F2044,ラモトリギン,５ｍｇ１錠,,,,ラモトリギン錠小児用５ｍｇ「トーワ」,東和薬品,後発品,,,6.90 ,,
内用薬,1139009F2052,ラモトリギン,５ｍｇ１錠,,,,ラモトリギン錠小児用５ｍｇ「日医工」,日医工,後発品,,,6.90 ,,
内用薬,1139009F2060,ラモトリギン,５ｍｇ１錠,,,,ラモトリギン錠小児用５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,7.80 ,,
内用薬,1139009F2079,ラモトリギン,５ｍｇ１錠,,,,ラモトリギン錠小児用５ｍｇ「アメル」,共和薬品工業,後発品,,,6.90 ,,
内用薬,1139009F3016,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン２５ｍｇ錠,,後発品,,,14.50 ,,
内用薬,1139009F3024,ラモトリギン,２５ｍｇ１錠,,,,ラミクタール錠２５ｍｇ,グラクソ・スミスクライン,,先発品,○,49.10 ,,
内用薬,1139009F3032,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン錠２５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,30.50 ,,
内用薬,1139009F3040,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン錠２５ｍｇ「アメル」,共和薬品工業,後発品,,,17.00 ,,
内用薬,1139009F3059,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン錠２５ｍｇ「サワイ」,沢井製薬,後発品,,,17.00 ,,
内用薬,1139009F3067,ラモトリギン,２５ｍｇ１錠,,,,ラモトリギン錠２５ｍｇ「トーワ」,東和薬品,後発品,,,17.00 ,,
内用薬,1139009F4020,ラモトリギン,１００ｍｇ１錠,,,,ラミクタール錠１００ｍｇ,グラクソ・スミスクライン,,先発品,○,128.20 ,,
内用薬,1139009F4039,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,80.60 ,,
内用薬,1139009F4047,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「アメル」,共和薬品工業,後発品,,,44.30 ,,
内用薬,1139009F4055,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「サワイ」,沢井製薬,後発品,,,44.30 ,,
内用薬,1139009F4063,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「トーワ」,東和薬品,後発品,,,44.30 ,,
内用薬,1139009F4071,ラモトリギン,１００ｍｇ１錠,,,,ラモトリギン錠１００ｍｇ「日医工」,日医工,後発品,,,44.30 ,,
内用薬,1139010F1024,レベチラセタム,２５０ｍｇ１錠,,,,イーケプラ錠２５０ｍｇ,ユーシービージャパン,,先発品,○,92.30 ,,
内用薬,1139010F1032,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,36.50 ,,
内用薬,1139010F1040,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「ＶＴＲＳ」,ダイト,後発品,,,36.50 ,,
内用薬,1139010F1059,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「アメル」,共和薬品工業,後発品,,,36.50 ,,
内用薬,1139010F1067,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「杏林」,キョーリンリメディオ,後発品,,,36.50 ,,
内用薬,1139010F1075,レベチラセタム,２５０ｍｇ１錠,,,,レベチラセタム錠２５０ｍｇ「サワイ」,沢井製薬,後発品,,,36.50 ,,
